0,0,0.8528044871794872,0.7660256410256411,5688.113715277777,835.183935546875,7144.79541015625,950.4919677734375,7887.730529785156,966.1177978515625,5561.993272569444,878.763525390625,5378.557520548503,801.4328857421875,4810.600397321913,576.0668701171875,1183.956302165985,334.24521484375,316.00341796875
0,3000,0.8467548076923077,0.7697315705128205,5742.966724537037,827.2624267578125,7129.517662896051,942.652880859375,7872.975433349609,954.182568359375,5567.786844041612,871.3828857421875,5382.845701429579,794.66181640625,4862.707788679335,575.7037109375,1320.641800403595,347.649609375,315.0400390625
0,1000,0.8404647435897435,0.7749399038461539,5787.896701388889,665.472607421875,6871.714840359158,723.930517578125,7653.150305853949,730.0615478515625,5503.631392584906,708.4956298828125,5414.638272603353,681.14765625,4960.584708743625,549.47353515625,1730.6691360473633,386.5435546875,343.7458984375
20000,0,0.8469551282051282,0.7619190705128205,5594.883680555556,834.66123046875,7042.084479437934,950.706494140625,7788.780958387587,969.9367919921875,5541.470064798991,882.20966796875,5356.355706956651,803.463525390625,4803.296997494168,578.5594970703125,1184.0657353401184,339.957421875,319.14326171875
20000,3000,0.8478766025641026,0.7712339743589743,5598.063368055556,831.214990234375,7032.6221923828125,941.885009765625,7771.8018307156035,958.5322509765625,5545.44460550944,872.598779296875,5357.925380282932,795.373779296875,4854.867329067654,577.9182861328125,1320.0835256576538,350.4943359375,318.67841796875
20000,1000,0.8386217948717949,0.7751402243589743,5630.077835648148,665.3159423828125,6769.678107367621,725.326806640625,7565.425816853841,730.9243896484375,5493.036526997884,711.5565185546875,5401.907067192926,682.7794677734375,4957.065890418158,550.4201416015625,1742.854497909546,390.880859375,348.398046875
15000,0,0.845713141025641,0.7728365384615384,5415.342881944444,836.5296875,6892.562486436632,952.3968994140625,7631.879903157552,971.5679931640625,5483.292752583821,881.6187744140625,5316.134650760227,808.8315185546875,4777.982217152913,582.3036376953125,1207.760823726654,349.2951171875,325.72333984375
15000,3000,0.8421073717948718,0.76953125,5403.108506944444,828.6907958984375,6885.978213840061,944.479296875,7613.55989074707,960.086767578125,5483.975930955675,874.83388671875,5317.169946034749,799.6819580078125,4829.18106036716,582.1950927734375,1321.8125839233398,352.413671875,320.935546875
15000,1000,0.8352964743589744,0.7754407051282052,5411.358217592592,666.5563720703125,6614.743452284071,725.5668701171875,7405.070663452148,728.359423828125,5432.99802992079,710.34111328125,5368.426324632433,682.9094482421875,4930.10588200887,551.84462890625,1740.2768788337708,390.6302734375,347.24052734375
10000,0,0.8336538461538462,0.7640224358974359,5052.37181712963,833.917431640625,6466.405676947699,947.9026611328125,7158.076658460829,974.0818603515625,5290.647113376193,888.6093505859375,5139.572872585721,814.17294921875,4675.972100575765,591.9265625,1182.2965416908264,355.1578125,327.2134765625
10000,3000,0.8318108974358974,0.7649238782051282,5051.564236111111,826.8791748046875,6467.289720323351,940.8939208984375,7141.825269911024,961.842138671875,5290.000630696614,881.356982421875,5140.855020311144,803.3733642578125,4716.740982055664,590.5782470703125,1316.8637704849243,361.4078125,328.4423828125
10000,1000,0.8283653846153847,0.7662259615384616,5040.24681712963,666.087548828125,6205.206393771701,727.2601806640625,6956.909294976129,732.1881103515625,5249.861958821614,712.5964111328125,5181.902071211073,684.015380859375,4805.4295573764375,557.8051513671875,1725.0741477012634,395.0712890625,350.1337890625
5000,0,0.7963942307692308,0.7562099358974359,4220.899305555556,829.033544921875,5279.3825276692705,948.0956787109375,5804.190641615126,974.9723388671875,4441.522685580783,894.7445556640625,4365.386312696669,827.1878173828125,4061.038117726644,620.724560546875,1209.397093296051,403.6677734375,375.4564453125
5000,3000,0.7965144230769231,0.7559094551282052,4215.307581018518,824.163330078125,5254.7762620713975,939.9373779296875,5791.00799730089,962.9177490234375,4442.535016377767,886.678369140625,4367.846605512831,818.519482421875,4099.058142344157,618.958984375,1357.039481163025,418.3611328125,381.60693359375
5000,1000,0.7942708333333334,0.7560096153846154,4097.549479166667,666.1146240234375,4961.986714680989,723.552783203125,5570.365098741319,732.2260986328125,4382.136328803168,712.84404296875,4352.311314900716,687.7089111328125,4132.502900017633,575.160888671875,1716.3353424072266,426.1505859375,377.33046875
